location_name,latitude,longitude,image_url
"五角の井戸","34.16246","132.83784","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B9_%E4%BA%94%E8%A7%92%E3%81%AE%E4%BA%95%E6%88%B8.png"
"六角の井戸","34.16302","132.83804","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B10_%E5%85%AD%E8%A7%92%E3%81%AE%E4%BA%95%E6%88%B8.png"
"お堀端の散歩道","34.1626","132.83927","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B1_%E6%95%A3%E6%AD%A9%E9%81%93.png"
"和風カサブランカ","34.16199","132.83945","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B2_%E7%99%BD%E3%81%84%E5%AE%B6.png"
"亀の鬼瓦","34.16196","132.84009","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B3_%E4%BA%80%E3%81%AE%E9%AC%BC%E7%93%A6.png"
"控えめなお屋敷","34.16232","132.83977","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B4_%E6%8E%A7%E3%81%88%E3%82%81%E3%81%AA%E5%B1%8B%E6%95%B7.png"
"歩道のインターチェンジ","34.16214","132.83948","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B5_%E6%AD%A9%E9%81%93%E3%81%AEIC.png"
"奥の細道","34.16295","132.83888","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B6_%E5%A5%A5%E3%81%AE%E7%B4%B0%E9%81%93.png"
"鄙びた井戸","34.16216","132.83961","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B7_%E9%84%99%E3%81%B2%E3%82%99%E3%81%9F%E4%BA%95%E6%88%B8.png"
"屋根付きの井戸","34.16173","132.84005","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B8_%E5%B1%8B%E6%A0%B9%E4%BB%98%E3%81%8D%E3%81%AE%E4%BA%95%E6%88%B8.png"
"沖友天満宮","34.16056","132.84049","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B11_%E6%B2%96%E5%8F%8B%E5%A4%A9%E6%BA%80%E5%AE%AE.png"
"天満宮の牛","34.16062","132.84054","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B12_%E5%A4%A9%E6%BA%80%E5%AE%AE%E3%81%AE%E7%89%9B.png"
"天満宮のぎょ！","34.16087","132.8404","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B13_%E5%A4%A9%E6%BA%80%E5%AE%AE%E3%81%AE%E3%81%8D%E3%82%99%E3%82%87.png"
"よく遊び、よく学べ（沖友小学校跡地）","34.16137","132.83946","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B15_%E4%BA%8C%E5%AE%AE%E9%87%91%E6%AC%A1%E9%83%8E%E5%83%8F.png"
"みかん蔵","34.16055","132.83944","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B19_%E3%81%BF%E3%81%8B%E3%82%93%E8%94%B5.png"
"小さな神社","34.15972","132.83943","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B20_%E5%B0%8F%E3%81%95%E3%81%AA%E7%A5%9E%E7%A4%BE.png"
"三軒長屋の窓","34.1837","132.82883","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%942_%E4%B8%89%E8%BB%92%E9%95%B7%E5%B1%8B%E3%81%AE%E7%AA%93.png"
"久比の入江","34.18559","132.82881","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%944_%E4%B9%85%E6%AF%94%E3%81%AE%E5%85%A5%E6%B1%9F.png"
"見どころ満載「称名寺」","34.18232","132.83085","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%949_%E7%A7%B0%E5%90%8D%E5%AF%BA.png"
"屋根瓦にご注目！","34.1823","132.83099","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9410_%E7%A7%B0%E5%90%8D%E5%AF%BA%E5%B1%8B%E6%A0%B9%E7%93%A6.png"
"欧風の窓","34.18204","132.83083","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%945_%E6%AC%A7%E9%A2%A8%E3%81%AE%E7%AA%93.png"
"和洋合体","34.18408","132.82949","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%946_%E5%92%8C%E6%B4%8B%E5%90%88%E4%BD%93.png"
"「久比」印の瓦","34.18448","132.82875","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%947_%E4%B9%85%E6%AF%94%E5%8D%B0%E3%81%AE%E7%93%A6.png"
"土に埋もれた橋","34.18169","132.83087","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9411_%E5%A4%A7%E6%AD%A3%E6%A9%8B.png"
"ループ橋","34.18432","132.83234","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9412_%E3%83%AB%E3%83%BC%E3%83%95%E3%82%9A%E6%A9%8B.png"
"篠原八幡宮","34.18395","132.83242","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9414_%E7%AF%A0%E5%8E%9F%E5%85%AB%E5%B9%A1%E5%AE%AE.png"
"六角ナットの鳥居","34.18385","132.83222","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9415_%E7%AF%A0%E5%8E%9F%E5%85%AB%E5%B9%A1%E5%AE%AE%E9%B3%A5%E5%B1%85.png"
"10分間のミニクルーズ","34.18775","132.83208","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9416_%E3%83%9F%E3%83%8B%E3%82%AF%E3%83%AB%E3%83%BC%E3%82%B9%E3%82%99.png"
"通学路途中の足長小学生","34.17874","132.86753","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9712_%E9%80%9A%E5%AD%A6%E9%80%94%E4%B8%AD%E3%81%AE.png"
"パステルカラーの洋館","34.17733","132.86776","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9713_%E3%83%8F%E3%82%9A%E3%82%B9%E3%83%86%E3%83%AB%E3%82%AB%E3%83%A9%E3%83%BC%E3%81%AE.png"
"海沿いの「三軒長屋の船宿」","34.17805","132.86814","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9714_%E4%B8%89%E8%BB%92%E9%95%B7%E5%B1%8B%E3%81%AE%E8%88%B9%E5%AE%BF.png"
"レトロな郵便ポスト","34.17816","132.86816","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9715_%E9%83%B5%E4%BE%BF%E3%83%9B%E3%82%9A%E3%82%B9%E3%83%88.png"
"昇り龍の「うだつ」","34.17877","132.86803","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9716_%E3%81%86%E3%81%9F%E3%82%99%E3%81%A4.png"
"歴史の見える丘公園からの景観","34.17709","132.86547","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9717_%E4%B8%98%E5%85%AC%E5%9C%92.png"
"神社へ渡る太鼓橋","34.17744","132.86837","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9718_%E5%A4%AA%E9%BC%93%E6%A9%8B.png"
"幸せのレリーフ","34.17675","132.8683","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9719_%E3%83%AC%E3%83%AA%E3%83%BC%E3%83%95.png"
"御手洗のシンボル「高燈篭」","34.17755","132.86835","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9720_%E9%AB%98%E7%87%88%E7%B1%A0.png"
"とらわれの竜","34.18289","132.85382","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B72_%E3%81%A8%E3%82%89%E3%82%8F%E3%82%8C%E3%81%AE%E7%AB%9C.png"
"鬼瓦ならぬ蛸瓦","34.18338","132.85511","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B73_%E8%9B%B8%E7%93%A6.png"
"航海安全を見守る東風崎神社","34.1848","132.85782","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B74_%E6%9D%B1%E9%A2%A8%E5%B4%8E%E7%A5%9E%E7%A4%BE.png"
"壁に「目」あり","34.18201","132.85216","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B75_%E5%A3%81%E3%81%AB%E7%9B%AE%E3%81%82%E3%82%8A.png"
"2階のドアは誰のため？？","34.18312","132.85539","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B76_2%E9%9A%8E%E3%81%AE%E3%83%88%E3%82%99%E3%82%A2.png"
"幾何学的な壁","34.18412","132.85616","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B77_%E5%B9%BE%E4%BD%95%E5%AD%A6%E7%9A%84%E3%81%AA%E5%A3%81.png"
"大長港のオレンジフォン","34.18485","132.8583","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B78_%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B7%E3%82%99%E3%83%95%E3%82%A9%E3%83%B3.png"
"建物の目玉みたいな窓","34.18208","132.85266","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B79_%E7%9B%AE%E7%8E%89%E3%81%BF%E3%81%9F%E3%81%84%E3%81%AA%E7%AA%93.png"
"あんなところになまこ壁","34.18225","132.8542","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B710_%E3%81%AA%E3%81%BE%E3%81%93%E5%A3%81.png"
"小動物の瓦細工","34.18166","132.85394","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B712_%E5%B0%8F%E5%8B%95%E7%89%A9%E3%81%AE%E7%93%A6%E7%B4%B0%E5%B7%A5.png"
"キスする石垣","34.18011","132.85416","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B713_%E3%82%AD%E3%82%B9%E3%81%99%E3%82%8B%E7%9F%B3%E5%9E%A3.png"
"パワースポット「ホルトの木」","34.1815","132.8547","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B715_%E3%83%9B%E3%83%AB%E3%83%88%E3%81%AE%E6%9C%A8.png"
"きりりとした洋館","34.18182","132.85722","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B716_%E3%81%8D%E3%82%8A%E3%82%8A%E3%81%A8%E3%81%97%E3%81%9F%E6%B4%8B%E9%A4%A8.png"
"朝日の昇る窓","34.1797","132.85375","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B717_%E6%9C%9D%E6%97%A5%E3%81%AE%E6%98%87%E3%82%8B%E7%AA%93.png"
"波のしゃちほこ","34.18065","132.85457","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B718_%E6%B3%A2%E3%81%AE%E3%81%97%E3%82%83%E3%81%A1%E3%81%BB%E3%81%93.png"
"弁天社の赤い鳥居","34.17985","132.8652","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%971_%E5%BC%81%E5%A4%A9%E7%A4%BE%E3%81%AE%E9%B3%A5%E5%B1%85.png"
"江戸情緒の路地裏散策","34.17957","132.86642","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%972_%E6%B1%9F%E6%88%B8%E6%83%85%E7%B7%92.png"
"昔の船着き場「雁木（がんぎ）」","34.18021","132.8678","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%973_%E9%9B%81%E6%9C%A8.png"
"商売繁盛を願うならココ","34.18003","132.86791","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%974_%E6%81%B5%E7%BE%8E%E9%A0%88%E7%A5%9E%E7%A4%BE.png"
"語りかける「石」","34.179","132.86597","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%975_%E8%AA%9E%E3%82%8A%E3%81%8B%E3%81%91%E3%82%8B%E7%9F%B3.png"
"異国情緒のテラス","34.1797","132.86753","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%976_%E3%83%86%E3%83%A9%E3%82%B9.png"
"潮待ちの船宿","34.17978","132.86793","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%977_%E8%88%B9%E5%AE%BF.png"
"御手洗のお手洗","34.17975","132.86832","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%978_%E3%81%8A%E6%89%8B%E6%B4%97%E3%81%84.png"
"船乗りの楽園「若胡子屋」跡","34.179","132.8663","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%979_%E8%8B%A5%E8%83%A1%E5%AD%90%E5%B1%8B%E8%B7%A1.png"
"満州寺の石垣","34.17875","132.86722","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9710_%E7%9F%B3%E5%9E%A3.png"
"名人のいる老舗時計店","34.17945","132.86711","https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9711_%E8%80%81%E8%88%97%E6%99%82%E8%A8%88%E5%BA%97.png"
"むろきはら橋（ループ橋）","34.176222054142286","132.79820196824514","undefined"
"石碑のある井戸(1)","34.1755856450238","132.7956469168991","undefined"
"豊浜まちづくりセンター（あび資料展示室）","34.176531562243326","132.79875566877092","undefined"
"豊浜市民センター","34.17594","132.79889","undefined"
"とよはまケーブルテレビ","34.17589","132.79935","undefined"
"室原神社","34.175759339657525","132.79831042207283","undefined"
"カラフルな家","34.175449425463775","132.79597776228272","undefined"
"良鎮寺","34.17540873051819","132.79715707220998","undefined"
"かわいいネズミがいる通り","34.175","132.796528","undefined"
"かわいい階段のある通り","34.174944","132.797361","undefined"
"レトロといえば!たばこ屋の看板","34.17510499287464","132.79811077440405","undefined"
"とよしま銀座","34.17498698584771","132.79888375169412","undefined"
"旧豊島小学校・旧豊島幼稚園","34.17453","132.79637","undefined"
"升谷医院","34.17424744769896","132.7974339196648","undefined"
"旧豊島小学校グラウンド","34.17399","132.7959","undefined"
"郵便局","34.17427390767902","132.79706422704854","undefined"
"豊島温泉","34.174135934489","132.79761237536746","undefined"
"日向ぼっこポイント","34.17411557964235","132.7983329740291","undefined"
"豊浜まちづくりセンター 豊島分館","34.17382","132.79727","undefined"
"ここも通れます","34.173669655700095","132.79756007144204","undefined"
"胡神社","34.1736929561999","132.79814881631387","undefined"
"ディープな路地裏","34.17358622365369","132.79755425062785","undefined"
"石碑のある井戸（2）","34.173097322585996","132.7976099103021","undefined"
"公衆トイレ","34.17572762583623","132.79940765703873","undefined"
"広警察署 豊浜駐在所","34.175663273610816","132.79895972813853","undefined"
"豊島の漁船","34.17405339037396","132.79856071862528","undefined"
"このあたりまで登ると眺めも◎","34.17555","132.79514","undefined"
"集落の裏にはみかん畑が。あまくておいしい、自慢のみかんです。","34.17588241045907","132.79562823395162","undefined"
"細すぎて不安になる、マニアックな路地","34.17479425313621","132.79810214481193","undefined"
"四角形の井戸","34.17461007045294","132.7982121153793","undefined"
"路地裏のお地蔵さん","34.17393606770119","132.797940008288","undefined"
"路地裏の小さな祠","34.17541544247085","132.79857706818828","undefined"
"海の眺めるお地蔵さん","34.17475","132.79883","undefined"
"日本一のジャングルジム","34.17273","132.80418","undefined"
"大きな古い家","34.17422","132.79652","undefined"